,X,unique.ID,Family,New.Genus,New.Species,TPL.name,Site,Block,Plot,Indiv.ID,Stem.ID,Age.class,Dead.19,Diam.18,date.18,hght.18,hght.19,Abn.18,Load.18,Prev.18,Load.19,Prev.19,note,Diam.19,date.19,Diam,Cut,treatment.perc.cut,date.23,scribe.23,diam.23,dead.23,coi.23,prev.23,canopy.liana.23,stems24.23,stems46.23,stems68.23,stems810.23,stems10pl.23,total.stems.23,notes.23,leaning.23,multistem.23,alt.pom.23,broken.23,retag.no.23,notes.to.rw,remove_rgr,why_remove,timber_spp,pre_liana_presence,post_liana_presence
8853,8806,699a,Phyllanthaceae,Aporosa,grandistipula,Aporosa grandistipula,Site4,Block24,Plot24d,699,a,juvenile,0,1.34,01/10/2018,NA,NA,NA,NA,1,NA,0,,NA,NA,1.34,1,80,10/07/2023,AJ,1.24,0,0,0,0,0,0,0,0,0,0,shrunk,0,0,0,0,NA,,0,,0,1,0
8854,8807,69a,Leguminosae,Sympetalandra,borneensis,Sympetalandra borneensis,Site4,Block20,Plot20a,69,a,sappling,0,NA,01/10/2018,71,73,NA,NA,0,NA,0,,15.7492857,NA,15.7492857,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8855,8808,6a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site4,Block20,Plot20a,6,a,adult,0,12.9,01/10/2018,NA,NA,4,3,1,1,1,,NA,NA,12.9,1,60,28/06/2023,AJ,13.6,0,1,NA,3,3,0,0,0,0,3,,0,0,0,0,NA,,0,,0,1,1
8856,8809,7000a,Ebenaceae,Diospyros,macrophylla,Diospyros macrophylla,Site1,Block57,Plot57c,7000,a,sappling,,NA,NA,NA,82,NA,NA,NA,NA,0,,10.89587078,12/07/2019,10.89587078,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8857,8810,7001a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57c,7001,a,sappling,,NA,NA,NA,130,NA,NA,NA,NA,0,,21.39626136,12/07/2019,21.39626136,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8858,8811,7002a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,7002,a,sappling,,NA,NA,NA,60,NA,NA,NA,NA,0,,8.797726979,12/07/2019,8.797726979,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8859,8812,7003a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57c,7003,a,sappling,,NA,NA,NA,189,NA,NA,NA,NA,0,,21.549942,12/07/2019,21.549942,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8860,8813,7004a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,7004,a,sappling,,NA,NA,NA,120,NA,NA,NA,NA,0,,10.99954545,12/07/2019,10.99954545,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8861,8814,7005a,,NA,NA,NA,Site1,Block57,Plot57c,7005,a,sappling,,NA,NA,NA,116,NA,NA,NA,NA,0,,10.09554357,12/07/2019,10.09554357,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8862,8815,7006a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57c,7006,a,sappling,,NA,NA,NA,193,NA,NA,NA,NA,1,prostrate,29.94995826,12/07/2019,29.94995826,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8863,8816,7007a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57c,7007,a,sappling,,NA,NA,NA,69,NA,NA,NA,NA,1,,8.44985207,12/07/2019,8.44985207,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8864,8817,7008a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57c,7008,a,sappling,,NA,NA,NA,136,NA,NA,NA,NA,1,broken,23.94994781,12/07/2019,23.94994781,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8865,8818,7009a,Dipterocarpaceae,Shorea,gibbosa,Shorea gibbosa,Site1,Block57,Plot57a,7009,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,butt,55.8,13/07/2019,55.8,1,80,17/08/2023,AJ,56.9,0,1,NA,4,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,1,1,1
8866,8819,700a,Phyllanthaceae,Cleistanthus,hirsutulus,Cleistanthus hirsutulus,Site4,Block24,Plot24d,700,a,juvenile,0,1.09,01/10/2018,NA,NA,NA,NA,0,NA,0,Multiple stem,NA,NA,1.09,1,80,10/07/2023,AJ,1.73,0,0,1,1,0,0,0,0,0,0,no longer multistem,0,0,0,0,NA,,0,,0,0,1
8867,8820,700b,Phyllanthaceae,Cleistanthus,hirsutulus,Cleistanthus hirsutulus,Site4,Block24,Plot24d,700,b,juvenile,NA,1.04,01/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,1,80,10/07/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,0,0,0,0,NA,,0,,0,0,0
8868,8821,7010a,Dipterocarpaceae,Hopea,ferruginea,Hopea ferruginea,Site1,Block57,Plot57a,7010,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,10.8,13/07/2019,10.8,1,80,17/08/2023,AJ,13.8,0,0,NA,0,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,1,1,1
8869,8822,7011a,,Aglaia,sp,Aglaia sp,Site1,Block57,Plot57a,7011,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,25.1,13/07/2019,25.1,1,80,17/08/2023,AJ,27.8,0,1,NA,2,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8870,8823,7012a,,NA,NA,NA,Site1,Block57,Plot57a,7012,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,10.9,13/07/2019,10.9,1,80,17/08/2023,AJ,13.5,0,1,NA,1,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8871,8824,7013a,Dipterocarpaceae,Hopea,ferruginea,Hopea ferruginea,Site1,Block57,Plot57a,7013,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,18.9,13/07/2019,18.9,1,80,17/08/2023,AJ,20.8,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,12079,,0,,1,1,0
8872,8825,7014a,,Memecylon,sp,Memecylon sp,Site1,Block57,Plot57a,7014,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,12.2,13/07/2019,12.2,1,80,17/08/2023,AJ,13.1,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,0
8873,8826,7015a,Dipterocarpaceae,Hopea,ferruginea,Hopea ferruginea,Site1,Block57,Plot57a,7015,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,32.4,13/07/2019,32.4,1,80,17/08/2023,AJ,35.3,0,1,NA,2,3,NA,NA,NA,NA,3,,0,0,0,0,NA,,0,,1,1,1
8874,8827,7016a,,NA,NA,NA,Site1,Block57,Plot57a,7016,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,30.9,13/07/2019,30.9,1,80,17/08/2023,AJ,32,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,0
8875,8828,7017a,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,Site1,Block57,Plot57a,7017,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,13.3,13/07/2019,13.3,1,80,17/08/2023,AJ,16.4,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,1,1,0
8876,8829,7018a,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,Site1,Block57,Plot57a,7018,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,23.3,13/07/2019,23.3,1,80,17/08/2023,AJ,32.4,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,1,1,0
8877,8830,7019a,,NA,NA,NA,Site1,Block57,Plot57a,7019,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,13.1,13/07/2019,13.1,1,80,17/08/2023,AJ,15,0,1,NA,3,2,NA,NA,NA,NA,2,,0,0,0,0,12083,,0,,0,1,1
8878,8831,701a,Lamiaceae,Callicarpa,involucrata,Callicarpa involucrata,Site4,Block24,Plot24d,701,a,juvenile,0,2.44,01/10/2018,NA,NA,NA,NA,1,NA,1,Broken crown,NA,NA,2.44,1,80,10/07/2023,AJ,2.73,0,0,1,4,2,0,0,0,0,2,broken crown,0,0,0,1,NA,,0,,0,1,1
8879,8832,7020a,Myristicaceae,Knema,laurina,Knema laurina,Site1,Block57,Plot57a,7020,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,10.1,13/07/2019,10.1,1,80,17/08/2023,AJ,10.2,0,1,NA,4,3,NA,NA,NA,NA,3,,0,0,0,0,NA,,0,,0,1,1
8880,8833,7021a,,NA,NA,NA,Site1,Block57,Plot57a,7021,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,18.8,13/07/2019,18.8,1,80,17/08/2023,AJ,21.4,0,0,NA,0,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8881,8834,7022a,,NA,NA,NA,Site1,Block57,Plot57a,7022,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,butt,68.4,13/07/2019,68.4,1,80,17/08/2023,AJ,64.3,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,0
8882,8835,7023a,Euphorbiaceae,Hancea,penangensis,Hancea penangensis,Site1,Block57,Plot57a,7023,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,15.6,13/07/2019,15.6,1,80,17/08/2023,AJ,16.2,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
8883,8836,7024a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7024,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,11.5,13/07/2019,11.5,1,80,17/08/2023,AJ,11.6,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,12082,,0,,0,1,0
8884,8837,7025a,,Diospyros,sp,Diospyros sp,Site1,Block57,Plot57a,7025,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,18.3,13/07/2019,18.3,1,80,17/08/2023,AJ,22.3,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,12081,,0,,0,0,0
8885,8838,7026a,,Aporosa,sp,Aporosa sp,Site1,Block57,Plot57a,7026,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,17.3,13/07/2019,17.3,1,80,17/08/2023,AJ,19.5,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,0
8886,8839,7027a,,NA,NA,NA,Site1,Block57,Plot57a,7027,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,butt,14.8,13/07/2019,14.8,1,80,17/08/2023,AJ,16.8,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,12080,,0,,0,1,0
8887,8840,7028a,Dipterocarpaceae,Shorea,parvifolia,Shorea parvifolia,Site1,Block57,Plot57a,7028,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,64.8,13/07/2019,64.8,1,80,17/08/2023,AJ,76.6,0,0,NA,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,1,0,0
8888,8841,7029a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57a,7029,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.59996875,13/07/2019,1.59996875,1,80,17/08/2023,AJ,1.82,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8889,8842,7029b,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57a,7029,b,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.514595656,13/07/2019,1.514595656,1,80,17/08/2023,AJ,1.12,0,0,NA,0,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,0
8890,8843,702a,,Antidesma,sp,Antidesma sp,Site4,Block24,Plot24d,702,a,juvenile,0,1.28,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.28,1,80,10/07/2023,AJ,1.54,0,0,1,2,2,0,0,0,0,2,,0,1,0,0,NA,,0,,0,1,1
8891,8844,7030a,Annonaceae,Sageraea,lanceolata,Sageraea lanceolata,Site1,Block57,Plot57a,7030,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.229959349,13/07/2019,1.229959349,1,80,17/08/2023,AJ,1.75,0,0,1,0,1,NA,NA,NA,NA,1,,0,0,0,0,12086,,0,,0,0,1
8892,8845,7031a,Annonaceae,Sageraea,lanceolata,Sageraea lanceolata,Site1,Block57,Plot57a,7031,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,2.084994005,13/07/2019,2.084994005,1,80,17/08/2023,AJ,2.56,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8893,8846,7032a,Annonaceae,Sageraea,lanceolata,Sageraea lanceolata,Site1,Block57,Plot57a,7032,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.924993506,13/07/2019,1.924993506,1,80,17/08/2023,AJ,1.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12087,,0,,0,0,0
8894,8847,7033a,Primulaceae,Ardisia,macrocarpa,Ardisia macrocarpa,Site1,Block57,Plot57a,7033,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,4.020746199,13/07/2019,4.020746199,1,80,17/08/2023,AJ,4.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8895,8848,7034a,Myristicaceae,Knema,laurina,Knema laurina,Site1,Block57,Plot57a,7034,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,2.289650628,13/07/2019,2.289650628,1,80,17/08/2023,AJ,2.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12088,,0,,0,0,0
8896,8849,7035a,Malvaceae,Pentace,adenophora,Pentace adenophora,Site1,Block57,Plot57a,7035,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.26475294,13/07/2019,1.26475294,1,80,17/08/2023,AJ,1.8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8897,8850,7036a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7036,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.704816706,13/07/2019,1.704816706,1,80,17/08/2023,AJ,2.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12089,,0,,0,0,0
8898,8851,7037a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57a,7037,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.059952829,13/07/2019,1.059952829,1,80,17/08/2023,AJ,1.14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8899,8852,7038a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7038,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.774654896,13/07/2019,1.774654896,1,80,17/08/2023,AJ,2.47,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12090,,0,,0,0,0
8900,8853,7039a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block57,Plot57a,7039,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,3.154964342,13/07/2019,3.154964342,1,80,17/08/2023,AJ,3.26,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8901,8854,703a,Apocynaceae,Kopsia,pauciflora,Kopsia pauciflora,Site4,Block24,Plot24d,703,a,sappling,0,NA,01/10/2018,92,87,NA,NA,0,NA,0,,40.49395017,NA,40.49395017,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8902,8855,7040a,Myrtaceae,Syzygium,tenuicaudatum,Syzygium tenuicaudatum,Site1,Block57,Plot57a,7040,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,3.298772499,13/07/2019,3.298772499,1,80,17/08/2023,AJ,4.04,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8903,8856,7041a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7041,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.199958333,13/07/2019,1.199958333,1,80,17/08/2023,AJ,1.7,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8904,8857,7042a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block57,Plot57a,7042,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.644995274,13/07/2019,2.644995274,1,80,17/08/2023,AJ,3.43,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12091,,0,,0,1,0
8905,8858,7043a,,NA,NA,NA,Site1,Block57,Plot57a,7043,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,5.359916044,13/07/2019,5.359916044,1,80,17/08/2023,AJ,6.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8906,8859,7044a,Achariaceae,Hydnocarpus,borneensis,Hydnocarpus borneensis,Site1,Block57,Plot57a,7044,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,6.8,13/07/2019,6.8,1,80,17/08/2023,AJ,6.9,0,1,NA,2,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8907,8860,7045a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7045,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.794993036,13/07/2019,1.794993036,1,80,17/08/2023,AJ,2.43,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8908,8861,7046a,Myrtaceae,Syzygium,tenuicaudatum,Syzygium tenuicaudatum,Site1,Block57,Plot57a,7046,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,5.333966629,13/07/2019,5.333966629,1,80,17/08/2023,AJ,5.8,0,1,NA,0,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,0,,0,1,1
8909,8862,7047a,Dipterocarpaceae,Shorea,gibbosa,Shorea gibbosa,Site1,Block57,Plot57a,7047,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,9.2,13/07/2019,9.2,1,80,17/08/2023,AJ,10.3,0,0,0,0,0,0,0,0,0,0,now adult,0,0,0,0,NA,,1,recruitment,1,0,0
8910,8863,7048a,Meliaceae,Dysoxylum,excelsum,Dysoxylum excelsum,Site1,Block57,Plot57a,7048,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,3.184525082,13/07/2019,3.184525082,1,80,17/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,12092,,0,,0,0,0
8911,8864,7049a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7049,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.189957982,13/07/2019,1.189957982,1,80,17/08/2023,AJ,1.62,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,NA,,0,,0,1,0
8912,8865,704a,Cannabaceae,Gironniera,nervosa,Gironniera nervosa,Site4,Block24,Plot24d,704,a,sappling,0,NA,01/10/2018,161,150,NA,NA,0,NA,0,,20.79903844,NA,20.79903844,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8913,8866,7050a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57a,7050,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.19,13/07/2019,1.19,1,80,17/08/2023,AJ,1.39,0,0,1,1,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8914,8867,7051a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7051,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.409964539,13/07/2019,1.409964539,1,80,17/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,broken at POM,0,0,0,1,NA,,0,,0,1,0
8915,8868,7052a,Meliaceae,Aglaia,luzoniensis,Aglaia luzoniensis,Site1,Block57,Plot57a,7052,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,2.129976526,13/07/2019,2.129976526,1,80,17/08/2023,AJ,2.5,0,0,1,2,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,1
8916,8869,7053a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7053,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.169170348,13/07/2019,2.169170348,1,80,17/08/2023,AJ,2.87,0,0,0,0,0,0,0,0,0,0,broken top,0,0,0,1,NA,,0,,0,1,0
8917,8870,7054a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7054,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.649878783,13/07/2019,1.649878783,1,80,17/08/2023,AJ,2.3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8918,8871,7055a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7055,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.624992308,13/07/2019,1.624992308,1,80,17/08/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,broken POM,0,0,0,1,NA,,0,,0,0,0
8919,8872,7056a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7056,a,sappling,,NA,NA,NA,279,NA,NA,NA,NA,0,,19.59081417,13/07/2019,19.59081417,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8920,8873,7057a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57a,7057,a,sappling,,NA,NA,NA,131,NA,NA,NA,NA,0,,13.5,13/07/2019,13.5,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8921,8874,7058a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57a,7058,a,sappling,,NA,NA,NA,80,NA,NA,NA,NA,0,,10,13/07/2019,10,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8922,8875,7059a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57a,7059,a,sappling,,NA,NA,NA,102,NA,NA,NA,NA,0,,11.49956521,13/07/2019,11.49956521,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8923,8876,705a,Meliaceae,Aglaia,macrocarpa,Aglaia macrocarpa,Site4,Block24,Plot24d,705,a,sappling,0,NA,01/10/2018,88,86,NA,NA,0,NA,0,,16.4493161,NA,16.4493161,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8924,8877,7060a,Euphorbiaceae,Dimorphocalyx,muricatus,Dimorphocalyx muricatus,Site1,Block57,Plot57a,7060,a,sappling,,NA,NA,NA,117,NA,NA,NA,NA,1,,10,13/07/2019,10,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8925,8878,7061a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57a,7061,a,sappling,,NA,NA,NA,102,NA,NA,NA,NA,0,,9.797958971,13/07/2019,9.797958971,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8926,8879,7062a,,NA,NA,NA,Site1,Block57,Plot57a,7062,a,sappling,,NA,NA,NA,51,NA,NA,NA,NA,0,,6.949820142,13/07/2019,6.949820142,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8927,8880,7063a,Dipterocarpaceae,Hopea,ferruginea,Hopea ferruginea,Site1,Block57,Plot57a,7063,a,sappling,,NA,NA,NA,75,NA,NA,NA,NA,0,,5.249761899,13/07/2019,5.249761899,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,1,0,0
8928,8881,7064a,,NA,NA,NA,Site1,Block57,Plot57a,7064,a,sappling,,NA,NA,NA,81,NA,NA,NA,NA,0,,15.14001321,13/07/2019,15.14001321,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8929,8882,7065a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block57,Plot57a,7065,a,sappling,,NA,NA,NA,90,NA,NA,NA,NA,0,,11.98957881,13/07/2019,11.98957881,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8930,8883,7066a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site1,Block57,Plot57a,7066,a,sappling,,NA,NA,NA,165,NA,NA,NA,NA,0,,14.29965035,13/07/2019,14.29965035,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
